RV,SENTIMENT_tweet,Polarity,SADNESS_tweet,JOY_tweet,FEAR_tweet,DISGUST_tweet,ANGER_tweet
Slightly Acceptable,0,3,0.445228,0.035813,0.175853,0.038271,0.072107
Unacceptable,-0.900173,1,0.664092,0.004434,0.092492,0.122206,0.187094
Slightly Unacceptable,-0.373587,2,0.443639,0.034095,0.23799,0.147905,0.386687
Unacceptable,-0.555636,2,0.221437,0.210605,0.152785,0.060144,0.119556
Unacceptable,-0.517886,1,0.141747,0.2202,0.031484,0.043193,0.055009
Acceptable,0.807176,5,0.055922,0.853051,0.044418,0.010735,0.008919
Unacceptable,-0.50386,2,0.151171,0.231978,0.245355,0.115855,0.113913
Slightly Acceptable,0,5,0.134587,0.165793,0.082698,0.05992,0.084386
Unacceptable,-0.700888,1,0.561641,0.005661,0.157983,0.370191,0.280852
Unacceptable,-0.772556,2,0.572866,0.009167,0.156114,0.213072,0.157579
Slightly Acceptable,0,3,0.150605,0.179065,0.188157,0.1109,0.128826
Unacceptable,-0.814732,2,0.368763,0.008085,0.50796,0.312151,0.062792
Acceptable,0.502005,5,0.031168,0.765813,0.016362,0.007374,0.039355
Unacceptable,-0.983551,1,0.230141,0.188861,0.107417,0.162002,0.567311
Slightly Acceptable,0,3,0.090591,0.360144,0.037215,0.083325,0.173967
Unacceptable,-0.752482,1,0.571377,0.013686,0.289989,0.08311,0.057799
Slightly Acceptable,0.467074,5,0.209033,0.522689,0.090198,0.006656,0.066188
Unacceptable,-0.776609,2,0.926428,0.010586,0.118911,0.081311,0.054564
Unacceptable,-0.638529,1,0.149729,0.024594,0.093096,0.575468,0.369235
Unacceptable,-0.638529,1,0.149729,0.024594,0.093096,0.575468,0.369235
Slightly Unacceptable,-0.414886,1,0.226448,0.049988,0.399123,0.036764,0.506841
Acceptable,0.698439,5,0.289665,0.528081,0.043136,0.140446,0.032055
Unacceptable,-0.888055,1,0.435304,0.012923,0.179823,0.124943,0.37798
Slightly Acceptable,0,5,0.217238,0.61718,0.123081,0.006946,0.051547
Slightly Acceptable,0,2,0.854214,0.012236,0.101371,0.140789,0.076169
Slightly Acceptable,0,2,0.513098,0.051931,0.137042,0.275783,0.171609
Unacceptable,-0.559566,2,0.210019,0.251821,0.086984,0.212439,0.19083
Unacceptable,-0.736854,2,0.924156,0.003416,0.07994,0.071267,0.071954
Unacceptable,-0.679388,2,0.274289,0.109118,0.151667,0.15221,0.179131
Slightly Acceptable,0,5,0.122626,0.611596,0.028945,0.01206,0.016024
Acceptable,0.736343,5,0.304426,0.575167,0.096215,0.010462,0.056305
Slightly Acceptable,0,5,0.304293,0.539909,0.136228,0.009516,0.063549
Slightly Acceptable,0,5,0.290948,0.556553,0.127325,0.009617,0.06616
Slightly Acceptable,0,5,0.304426,0.575167,0.096215,0.010462,0.056305
Slightly Acceptable,0,5,0.30982,0.564012,0.130917,0.014298,0.033719
Slightly Acceptable,0,5,0.370931,0.466374,0.10206,0.033435,0.100759
Slightly Unacceptable,-0.444709,3,0.246534,0.124004,0.09632,0.370591,0.293255
Slightly Acceptable,0,5,0.211698,0.271595,0.121116,0.251769,0.140031
Unacceptable,-0.746899,2,0.411328,0.01987,0.078348,0.389229,0.449993
Slightly Acceptable,0,3,0.173032,0.091844,0.037505,0.095951,0.053502
Unacceptable,-0.895363,3,0.354223,0.182784,0.233944,0.090824,0.217173
Slightly Unacceptable,-0.356937,2,0.347919,0.144362,0.104598,0.067573,0.130778
Slightly Unacceptable,-0.483999,2,0.397811,0.223167,0.282882,0.012967,0.065585
Slightly Acceptable,0,3,0.251393,0.059444,0.016392,0.009432,0.140005
Slightly Acceptable,0,5,0.23862,0.651499,0.031175,0.058004,0.059424
Unacceptable,-0.676009,1,0.188389,0.062635,0.047083,0.016236,0.042752
Slightly Acceptable,0.311086,4,0.217014,0.300122,0.030228,0.090202,0.070106
Acceptable,0.808424,5,0.065837,0.687712,0.120986,0.055447,0.118119
Unacceptable,-0.733808,2,0.516453,0.209302,0.036948,0.272691,0.125376
Slightly Acceptable,0,3,0.118652,0.036593,0.293309,0.077382,0.062766
Unacceptable,-0.935874,1,0.113194,0.487047,0.022919,0.049895,0.299539
Unacceptable,-0.841685,1,0.380899,0.147585,0.174818,0.070688,0.121635
Slightly Unacceptable,-0.474618,2,0.21928,0.077243,0.061907,0.276917,0.325802
Slightly Acceptable,0,3,0.359365,0.316521,0.254829,0.03127,0.140832
Slightly Acceptable,0.0415203,3,0.054066,0.822178,0.0223,0.013048,0.013755
Slightly Unacceptable,-0.336563,2,0.587926,0.046517,0.064658,0.132022,0.372986
Slightly Unacceptable,-0.471195,2,0.599528,0.033784,0.138649,0.180596,0.280072
Unacceptable,-0.834757,2,0.82789,0.011402,0.203998,0.066254,0.144442
Slightly Acceptable,0,3,0.055576,0.100843,0.054408,0.524891,0.173142
Slightly Acceptable,0,3,0.199325,0.173078,0.122637,0.114291,0.181326
Unacceptable,-0.867066,1,0.689513,0.041559,0.141182,0.024715,0.244048
Unacceptable,-0.776865,1,0.418973,0.041689,0.242087,0.359029,0.235978
Slightly Unacceptable,-0.400256,2,0.353079,0.112746,0.096697,0.082794,0.306163
Acceptable,0.957927,5,0.194449,0.296391,0.033843,0.019092,0.013831
Unacceptable,-0.620495,2,0.315839,0.03171,0.519839,0.292491,0.127518
Unacceptable,-0.977884,2,0.575422,0.087511,0.14338,0.139027,0.028862
Slightly Unacceptable,-0.473043,2,0.113744,0.525193,0.032989,0.133498,0.08059
Unacceptable,-0.570693,2,0.115646,0.52613,0.033521,0.136494,0.086678
Slightly Unacceptable,-0.328909,2,0.131077,0.600606,0.043007,0.187719,0.040146
Slightly Acceptable,0,3,0.389311,0.29918,0.153564,0.192587,0.087253
Slightly Acceptable,0,5,0.106941,0.723179,0.009137,0.008766,0.036212
Slightly Acceptable,0.467274,5,0.145419,0.569384,0.034844,0.011724,0.051636
Unacceptable,-0.696846,1,0.046512,0.272557,0.019837,0.446643,0.247323
Slightly Acceptable,0.434573,5,0.013627,0.327826,0.104938,0.007272,0.013695
Unacceptable,-0.954789,1,0.157584,0.070313,0.107538,0.495586,0.417089
Slightly Acceptable,0,2,0.260408,0.005439,0.440704,0.232077,0.412296
Unacceptable,-0.81558,2,0.337874,0.007014,0.202464,0.246234,0.562434
Slightly Acceptable,0,5,0.225899,0.447293,0.042607,0.041186,0.053525
Slightly Acceptable,0,3,0.082759,0.307915,0.095777,0.063357,0.114862
Unacceptable,-0.866635,2,0.31204,0.120306,0.037104,0.035824,0.121667
Unacceptable,-0.720458,1,0.189408,0.184379,0.06554,0.058622,0.080743
Slightly Unacceptable,-0.497013,2,0.15187,0.442672,0.064001,0.06585,0.172613
Unacceptable,-0.562802,2,0.149717,0.441906,0.063152,0.06328,0.161149
Unacceptable,-0.635697,2,0.157563,0.31475,0.070351,0.1198,0.166257
Unacceptable,-0.608143,3,0.216179,0.151035,0.071538,0.140025,0.30554
Unacceptable,-0.91,1,0.513261,0.057056,0.158042,0.119241,0.036201
Unacceptable,-0.931413,1,0.613323,0.011156,0.120483,0.437752,0.12005
Slightly Acceptable,0,5,0.162705,0.699411,0.104762,0.014743,0.047042
Slightly Acceptable,0.450367,5,0.416467,0.256008,0.006185,0.225453,0.016112
Slightly Acceptable,0,2,0.347544,0.001451,0.097414,0.268723,0.457808
Slightly Acceptable,0,3,0.365838,0.030149,0.149304,0.624005,0.150802
Slightly Acceptable,0,3,0.13039,0.206979,0.07953,0.074215,0.101842
Slightly Unacceptable,-0.323349,2,0.118302,0.045668,0.114109,0.292562,0.672448
Unacceptable,-0.845733,2,0.466992,0.006028,0.069016,0.285512,0.542554
Slightly Acceptable,0,3,0.296455,0.240975,0.087089,0.321475,0.091013
Slightly Acceptable,0,3,0.077851,0.399648,0.237538,0.051403,0.359856
Slightly Acceptable,0,3,0.157358,0.026345,0.130453,0.183674,0.130773
Slightly Acceptable,0.447624,5,0.416278,0.374253,0.105201,0.092503,0.080188
Slightly Acceptable,0,3,0.11097,0.169502,0.157439,0.351092,0.244676
Unacceptable,-0.850895,1,0.549345,0.002077,0.271947,0.132815,0.41782
Slightly Acceptable,0,2,0.184958,0.571092,0.043061,0.009892,0.08537
Slightly Acceptable,0,3,0.092518,0.184192,0.222329,0.147428,0.052978
Slightly Acceptable,0,3,0.230055,0.465843,0.033651,0.0644,0.103484
Slightly Acceptable,0,3,0.105812,0.186462,0.100746,0.023424,0.079025
Slightly Acceptable,0,3,0.225856,0.290291,0.053792,0.322942,0.158791
Acceptable,0.637173,5,0.112439,0.721019,0.128558,0.014157,0.048871
Slightly Acceptable,0,3,0.44765,0.212385,0.17818,0.061592,0.104445
Slightly Acceptable,0,3,0.098524,0.250706,0.111173,0.210315,0.091438
Slightly Unacceptable,-0.474187,2,0.165676,0.046743,0.049378,0.064775,0.218173
Unacceptable,-0.706136,1,0.336752,0.149391,0.216785,0.222158,0.166465
Slightly Unacceptable,-0.332369,2,0.299472,0.207056,0.106003,0.334239,0.244702
Slightly Unacceptable,-0.421921,2,0.649383,0.011882,0.095189,0.058763,0.124881
Unacceptable,-0.976118,2,0.889013,0.004418,0.064442,0.107492,0.157263
Unacceptable,-0.953076,2,0.680631,0.000472,0.070908,0.366154,0.206684
Slightly Unacceptable,-0.444196,2,0.913898,0.022565,0.095562,0.025983,0.050116
Unacceptable,-0.84614,1,0.398532,0.005943,0.132391,0.631391,0.176505
Unacceptable,-0.950385,2,0.282442,0.046367,0.054174,0.666763,0.199642
Unacceptable,-0.568159,2,0.263626,0.246896,0.115186,0.026604,0.268762
Unacceptable,-0.645218,1,0.124469,0.525457,0.020987,0.094922,0.29734
Slightly Unacceptable,-0.338159,2,0.42888,0.407425,0.04313,0.098883,0.102601
Unacceptable,-0.917013,1,0.581752,0.003928,0.196622,0.327167,0.257235
Acceptable,0.933721,5,0.032047,0.537383,0.100646,0.02036,0.023563
Unacceptable,-0.817668,2,0.145807,0.193472,0.087594,0.080929,0.101372
Unacceptable,-0.612062,1,0.18523,0.012064,0.26682,0.279891,0.311458
Unacceptable,-0.764771,2,0.444703,0.02632,0.248168,0.139696,0.267645
Unacceptable,-0.8652,1,0.110559,0.118344,0.080819,0.375755,0.564126
Unacceptable,-0.518681,2,0.336276,0.06268,0.093581,0.394742,0.356758
Slightly Unacceptable,-0.482829,2,0.327282,0.060562,0.096689,0.374905,0.389413
Acceptable,0.658173,5,0.077655,0.740445,0.041025,0.085952,0.071453
Acceptable,0.705169,5,0.244881,0.285278,0.102483,0.160349,0.025392
Acceptable,0.680411,5,0.066972,0.128504,0.006275,0.001856,0.019169
Slightly Acceptable,0,3,0.35733,0.366782,0.048343,0.22506,0.0757
Unacceptable,-0.746551,2,0.164973,0.454979,0.071108,0.112165,0.168787
Unacceptable,-0.928448,2,0.377378,0.006763,0.292845,0.178206,0.539723
Slightly Acceptable,0,5,0.12921,0.68409,0.188647,0.022303,0.024686
Slightly Acceptable,0.437307,3,0.182714,0.205813,0.112527,0.145406,0.077118
Acceptable,0.66459,5,0.038672,0.861128,0.047822,0.007794,0.013872
Slightly Unacceptable,-0.295389,2,0.206563,0.041881,0.141424,0.25736,0.4886
Unacceptable,-0.551225,1,0.401454,0.129531,0.190245,0.113946,0.217315
Slightly Unacceptable,-0.306046,2,0.075496,0.008785,0.142368,0.559919,0.271453
Acceptable,0.69496,5,0.031195,0.635472,0.088515,0.091595,0.024428
Slightly Unacceptable,-0.303587,2,0.101702,0.449986,0.244289,0.233634,0.10602
Unacceptable,-0.871654,1,0.461536,0.012429,0.203428,0.141556,0.129896
Acceptable,0.862367,5,0.048932,0.746411,0.01711,0.127807,0.031566
Slightly Unacceptable,-0.464217,2,0.213905,0.052284,0.071064,0.175202,0.229778
Slightly Acceptable,0,5,0.054825,0.813406,0.037774,0.041806,0.033318
Acceptable,0.721689,5,0.020913,0.911953,0.021129,0.014177,0.008057
Slightly Unacceptable,-0.383075,2,0.430775,0.121799,0.038901,0.036709,0.141908
Unacceptable,-0.528667,2,0.506069,0.005571,0.064847,0.276886,0.494322
Slightly Unacceptable,-0.392534,2,0.604224,0.010001,0.052381,0.158942,0.189232
Unacceptable,-0.859701,1,0.754552,0.022325,0.171479,0.100907,0.226077
Slightly Unacceptable,-0.428681,2,0.572197,0.0199,0.038327,0.392598,0.228577
Slightly Unacceptable,-0.428681,2,0.568213,0.020507,0.037061,0.393916,0.23269
Unacceptable,-0.596199,2,0.35926,0.14624,0.228799,0.199536,0.303149
Acceptable,0.544512,5,0.101558,0.513761,0.038547,0.034933,0.044038
Acceptable,0.825486,5,0.058847,0.732887,0.096571,0.016711,0.139151
Unacceptable,-0.672208,1,0.201967,0.383197,0.035545,0.188794,0.260118
Slightly Unacceptable,-0.437302,3,0.554979,0.068275,0.12217,0.30981,0.223635
Unacceptable,-0.504434,2,0.433042,0.03932,0.138091,0.501532,0.190097
Unacceptable,-0.716766,1,0.72373,0.00613,0.142296,0.214269,0.191521
Unacceptable,-0.68057,1,0.241248,0.04366,0.13122,0.381884,0.506319
Unacceptable,-0.879934,2,0.563469,0.002201,0.097139,0.081113,0.195139
Unacceptable,-0.622525,1,0.354275,0.176802,0.048987,0.317299,0.352434
Slightly Acceptable,0,3,0.385495,0.220054,0.137155,0.257554,0.211521
Slightly Acceptable,0.480142,5,0.039847,0.370303,0.026274,0.103346,0.021795
Slightly Acceptable,0,5,0.37263,0.057071,0.267816,0.312087,0.195702
Unacceptable,-0.689004,1,0.219998,0.348517,0.22103,0.144647,0.094785
Slightly Acceptable,0,3,0.526562,0.045207,0.024048,0.086318,0.389944
Unacceptable,-0.914718,2,0.544886,0.032716,0.313254,0.291317,0.071641
Slightly Acceptable,0,2,0.205332,0.072515,0.111934,0.260279,0.2123
Slightly Acceptable,0,3,0.242086,0.01759,0.133229,0.413059,0.29498
Slightly Acceptable,0,5,0.150342,0.627466,0.021319,0.149431,0.029431
Acceptable,0.826543,5,0.008695,0.949539,0.008337,0.009678,0.016713
Acceptable,0.707312,5,0.168073,0.716542,0.060999,0.007507,0.063035
Unacceptable,-0.678769,1,0.079544,0.00875,0.853235,0.053156,0.099364
Unacceptable,-0.753098,2,0.808225,0.008953,0.079788,0.051817,0.299418
Unacceptable,-0.549586,2,0.13024,0.078537,0.752063,0.028434,0.204203
Slightly Acceptable,0,3,0.220631,0.103429,0.091025,0.222671,0.435095
Slightly Acceptable,0,3,0.212926,0.061932,0.0595,0.399399,0.436954
Acceptable,0.797989,5,0.016592,0.315521,0.010903,0.017361,0.062151
Unacceptable,-0.76797,2,0.183838,0.12678,0.16584,0.1212,0.130661
Acceptable,0.53797,5,0.109757,0.467396,0.013015,0.189248,0.066383
Acceptable,0.559832,3,0.125736,0.722701,0.053343,0.074815,0.063042
Acceptable,0.987723,5,0.015271,0.928077,0.009301,0.01527,0.004736
Slightly Unacceptable,-0.45507,2,0.129074,0.088459,0.023904,0.432068,0.13302
Unacceptable,-0.947686,2,0.129074,0.088459,0.023904,0.432068,0.13302
Slightly Acceptable,0,5,0.132588,0.683699,0.158504,0.013485,0.041934
Slightly Acceptable,0,5,0.120366,0.718339,0.139093,0.011376,0.039797
Acceptable,0.563778,5,0.149944,0.584098,0.058828,0.025164,0.170097
Unacceptable,-0.842156,1,0.332913,0.042316,0.107433,0.333036,0.317543
Slightly Acceptable,0.372033,5,0.14701,0.653963,0.050143,0.019557,0.063142
Unacceptable,-0.873949,2,0.324212,0.058759,0.255403,0.146325,0.293868
Unacceptable,-0.625513,1,0.381721,0.009067,0.484889,0.072282,0.424669
Slightly Acceptable,0,2,0.243699,0.050619,0.028915,0.488562,0.453517
Acceptable,0.695083,3,0.194815,0.137029,0.09097,0.106095,0.092337
Slightly Acceptable,0,3,0.201645,0.159315,0.018054,0.034597,0.089914
Slightly Acceptable,0,3,0.535388,0.009713,0.051248,0.263337,0.298929
Acceptable,0.512745,5,0.014257,0.805777,0.015056,0.035172,0.04225
Slightly Acceptable,0,3,0.368389,0.150222,0.337332,0.086322,0.079474
Acceptable,0.608566,5,0.088987,0.852507,0.044986,0.006337,0.01695
Slightly Acceptable,0,3,0.226851,0.14315,0.078262,0.314136,0.390703
Unacceptable,-0.711176,2,0.631049,0.008863,0.041968,0.058598,0.411428
Unacceptable,-0.986238,1,0.399703,0.006768,0.079473,0.218297,0.492289
Unacceptable,-0.912092,2,0.32284,0.046017,0.192486,0.476276,0.116723
Slightly Acceptable,0,3,0.370233,0.056806,0.151913,0.049075,0.084453
Slightly Acceptable,0,3,0.343141,0.047871,0.146432,0.039284,0.068193
Slightly Acceptable,0,3,0.351984,0.042813,0.156311,0.037242,0.068975
Unacceptable,-0.725872,2,0.510585,0.138276,0.227728,0.036834,0.237687
Slightly Acceptable,0,3,0.149496,0.181443,0.064612,0.024594,0.114205
Unacceptable,-0.839503,2,0.521042,0.02287,0.243347,0.191191,0.183557
Unacceptable,-0.971245,2,0.568406,0.00354,0.134994,0.39136,0.213162
Acceptable,0.833073,5,0.025511,0.794607,0.042849,0.016895,0.029026
Acceptable,0.542699,5,0.169261,0.713986,0.032314,0.09163,0.030772
Slightly Acceptable,0.413271,5,0.02468,0.715234,0.024608,0.11752,0.010001
Slightly Acceptable,0,5,0.026007,0.732071,0.025512,0.132839,0.011189
Unacceptable,-0.770503,1,0.825981,0.009118,0.138486,0.178157,0.103265
Slightly Acceptable,0,3,0.063922,0.026463,0.065361,0.004615,0.098438
Unacceptable,-0.913216,1,0.519109,0.048943,0.18163,0.042707,0.157063
Acceptable,0.505608,3,0.068213,0.742775,0.057045,0.01731,0.056996
Slightly Acceptable,0,3,0.067156,0.302423,0.167884,0.107998,0.325228
Slightly Acceptable,0,2,0.092058,0.043661,0.088168,0.430481,0.63164
Slightly Acceptable,0,5,0.14038,0.49661,0.066703,0.083707,0.055487
Acceptable,0.745816,5,0.044966,0.902517,0.009186,0.009612,0.020524
Unacceptable,-0.758543,1,0.048968,0.018463,0.059928,0.495337,0.567392
Unacceptable,-0.532864,2,0.125253,0.06315,0.064142,0.057108,0.125162
Unacceptable,-0.911057,2,0.556924,0.030192,0.226764,0.2136,0.193894
Slightly Unacceptable,-0.460049,2,0.151399,0.386658,0.079116,0.147365,0.309443
Acceptable,0.760051,5,0.047961,0.85814,0.04596,0.01873,0.008342
Acceptable,0.898744,5,0.096716,0.797001,0.042579,0.016238,0.022931
Slightly Acceptable,0,3,0.56156,0.033622,0.054306,0.066219,0.129142
Slightly Unacceptable,-0.393787,2,0.161852,0.314848,0.026052,0.156992,0.005672
Slightly Acceptable,0,3,0.700246,0.031706,0.150872,0.212186,0.157231
Slightly Acceptable,0,3,0.702805,0.029622,0.151735,0.2099,0.162445
Acceptable,0.800749,5,0.223606,0.503237,0.023271,0.014212,0.05678
Acceptable,0.851932,5,0.392351,0.40225,0.033744,0.103334,0.124156
Slightly Acceptable,0,5,0.175903,0.767992,0.02205,0.006682,0.0211
Slightly Unacceptable,-0.403472,2,0.597881,0.204087,0.124857,0.050063,0.02339
Unacceptable,-0.574134,2,0.637505,0.03389,0.120304,0.293354,0.190273
Unacceptable,-0.650152,3,0.1539,0.060433,0.117468,0.13571,0.12148
Unacceptable,-0.660909,1,0.800396,0.006681,0.191614,0.082715,0.148445
Unacceptable,-0.626716,1,0.43639,0.014378,0.025581,0.487356,0.367129
Slightly Unacceptable,-0.46118,2,0.22041,0.008369,0.181702,0.06452,0.740579
Unacceptable,-0.684608,3,0.165613,0.090775,0.119016,0.044182,0.254216
Unacceptable,-0.893308,1,0.57057,0.013492,0.320777,0.341976,0.081324
Unacceptable,-0.783466,1,0.297467,0.096068,0.641596,0.033594,0.12459
Unacceptable,-0.6549,2,0.494976,0.295646,0.036601,0.037569,0.196587
Slightly Unacceptable,-0.433515,2,0.033466,0.011162,0.020339,0.682249,0.72246
Acceptable,0.729176,5,0.036336,0.886578,0.062283,0.008194,0.015639
Acceptable,0.989682,5,0.036336,0.886578,0.062283,0.008194,0.015639
Unacceptable,-0.636415,2,0.773867,0.018046,0.246815,0.039859,0.111782
Slightly Unacceptable,-0.333167,1,0.06946,0.030496,0.029297,0.450074,0.413828
Slightly Acceptable,0,3,0.4005,0.182062,0.27807,0.043713,0.200348
Unacceptable,-0.698944,2,0.317272,0.011166,0.115078,0.168807,0.248179
Unacceptable,-0.507202,2,0.285573,0.002793,0.204354,0.497719,0.399843
Slightly Unacceptable,-0.343823,2,0.162922,0.137487,0.088726,0.533308,0.137424
Acceptable,0.815333,5,0.093923,0.811033,0.012359,0.0171,0.017705
Unacceptable,-0.921282,2,0.22768,0.017703,0.428751,0.095692,0.249028
Slightly Acceptable,0,3,0.105193,0.260722,0.083238,0.056316,0.321132
Unacceptable,-0.595239,2,0.17501,0.304781,0.312869,0.041522,0.117222
Unacceptable,-0.55295,1,0.112398,0.091751,0.038108,0.112172,0.813887
Slightly Acceptable,0,3,0.18512,0.185542,0.083342,0.014923,0.050763
Unacceptable,-0.933524,2,0.211433,0.058267,0.069175,0.203497,0.624779
Unacceptable,-0.74861,1,0.745436,0.049983,0.108899,0.269537,0.022865
Unacceptable,-0.580194,1,0.212359,0.312221,0.188559,0.269778,0.053069
Slightly Acceptable,0.48466,3,0.11083,0.155784,0.088208,0.093927,0.258418
Slightly Acceptable,0.456901,3,0.112374,0.161285,0.081873,0.08639,0.246752
Unacceptable,-0.981781,1,0.546968,0.188784,0.128193,0.027052,0.211108
Acceptable,0.892867,5,0.608301,0.335841,0.020641,0.024612,0.043127
Unacceptable,-0.74926,2,0.853895,0.018566,0.168244,0.032775,0.104925
Slightly Acceptable,0,3,0.118669,0.254612,0.020729,0.056067,0.082956
Slightly Acceptable,0,5,0.130595,0.672814,0.194816,0.006306,0.036318
Unacceptable,-0.522362,1,0.406826,0.02174,0.388226,0.34048,0.096541
Slightly Acceptable,0,5,0.240363,0.456364,0.064021,0.136826,0.087393
Slightly Acceptable,0,5,0.109244,0.612787,0.069348,0.012083,0.014481
Acceptable,0.597864,5,0.482048,0.160369,0.027832,0.057464,0.143864
Slightly Acceptable,0,3,0.218903,0.122373,0.136388,0.041366,0.059005
Unacceptable,-0.592485,2,0.485121,0.084175,0.082693,0.06745,0.33092
Slightly Unacceptable,-0.457487,2,0.186915,0.03572,0.05676,0.049441,0.207955
Unacceptable,-0.798116,1,0.518084,0.007794,0.061844,0.363106,0.374421
Unacceptable,-0.831019,1,0.504064,0.004549,0.072854,0.307371,0.458714
Acceptable,0.905043,5,0.123216,0.53516,0.070831,0.066161,0.044727
Slightly Unacceptable,-0.180357,2,0.335267,0.004091,0.20043,0.329116,0.404788
Unacceptable,-0.811688,1,0.425618,0.020564,0.058854,0.291083,0.341817
Unacceptable,-0.76633,1,0.433976,0.135292,0.009611,0.266623,0.076549
Acceptable,0.643848,5,0.379729,0.231886,0.047856,0.04367,0.10394
Acceptable,0.838335,5,0.241226,0.365852,0.160663,0.063717,0.213695
Acceptable,0.533448,5,0.16561,0.192043,0.105622,0.069188,0.214268
Unacceptable,-0.615657,2,0.240353,0.142482,0.374739,0.063845,0.271211
Slightly Acceptable,0,3,0.088637,0.300368,0.057443,0.019575,0.101981
Acceptable,0.901991,5,0.060697,0.85636,0.027807,0.026678,0.034982
Unacceptable,-0.735254,1,0.127626,0.028269,0.768849,0.178768,0.167769
Unacceptable,-0.564192,2,0.241792,0.304616,0.107427,0.126505,0.357983
Unacceptable,-0.838087,2,0.355854,0.134338,0.030544,0.516698,0.225942
Acceptable,0.99119,5,0.020666,0.897123,0.017485,0.006898,0.011341
Unacceptable,-0.676621,2,0.20802,0.004093,0.118106,0.481642,0.568275
Slightly Acceptable,0,5,0.031327,0.322624,0.06919,0.04245,0.062801
Unacceptable,-0.705649,1,0.20903,0.138161,0.46139,0.230495,0.020864
Slightly Unacceptable,-0.455974,2,0.288292,0.039993,0.364548,0.100064,0.176961
Acceptable,0.643097,5,0.026893,0.859333,0.037535,0.020177,0.068827
Unacceptable,-0.966298,1,0.287852,0.08831,0.104028,0.184515,0.587532
Slightly Acceptable,0,3,0.242662,0.098109,0.04974,0.203898,0.09198
Acceptable,0.890342,5,0.057199,0.780225,0.026791,0.039585,0.051013
Unacceptable,-0.801324,2,0.059825,0.000147,0.11661,0.334417,0.489603
Slightly Unacceptable,-0.426905,2,0.210147,0.058101,0.149851,0.306047,0.388701
Unacceptable,-0.699163,1,0.149975,0.393933,0.012344,0.332828,0.241127
Unacceptable,-0.512729,2,0.040194,0.443077,0.01476,0.130493,0.080454
Slightly Unacceptable,-0.473459,2,0.104429,0.545294,0.029987,0.135828,0.081715
Slightly Unacceptable,-0.32004,2,0.137063,0.205179,0.079931,0.080627,0.095736
Slightly Acceptable,0,2,0.450496,0.027102,0.113577,0.242754,0.268134
Slightly Unacceptable,-0.329938,2,0.100719,0.114552,0.156757,0.229635,0.439931
Unacceptable,-0.580427,2,0.277218,0.144021,0.197459,0.206788,0.089777
Unacceptable,-0.621604,2,0.624989,0.014738,0.130448,0.24023,0.275724
Unacceptable,-0.769856,2,0.158984,0.398573,0.174041,0.069635,0.136128
Unacceptable,-0.527142,1,0.245421,0.388796,0.113814,0.029316,0.030571
Unacceptable,-0.918174,2,0.372664,0.24515,0.143905,0.129458,0.272668
Slightly Unacceptable,-0.421365,2,0.177468,0.237969,0.065063,0.148947,0.164679
Slightly Unacceptable,-0.464878,2,0.376446,0.008055,0.119881,0.29347,0.328506
Slightly Unacceptable,-0.418011,2,0.320818,0.329561,0.138896,0.063806,0.160194
Slightly Acceptable,0.421328,5,0.020177,0.538926,0.045401,0.016996,0.012444
Unacceptable,-0.535304,2,0.757473,0.03267,0.179579,0.111445,0.161954
Slightly Acceptable,0,3,0.247222,0.549345,0.010601,0.006717,0.034418
Acceptable,0.656729,3,0.030986,0.641357,0.105832,0.002055,0.197577
Unacceptable,-0.792209,2,0.059791,0.069398,0.039627,0.040603,0.81457
Unacceptable,-0.902438,2,0.669893,0.043725,0.170636,0.209034,0.164478
Slightly Acceptable,0,5,0.048624,0.830617,0.037352,0.017074,0.027365
Acceptable,0.578185,5,0.070308,0.712016,0.048522,0.018211,0.03769
Slightly Acceptable,0,5,0.049975,0.855762,0.018834,0.047028,0.019867
Unacceptable,-0.588389,2,0.545066,0.027205,0.275762,0.037956,0.340268
Slightly Acceptable,0,5,0.128982,0.204157,0.134257,0.088143,0.146118
Slightly Acceptable,0,3,0.214444,0.074745,0.197246,0.106081,0.049234
Slightly Acceptable,0.353758,5,0.031935,0.47664,0.029823,0.012312,0.34406
Acceptable,0.707159,5,0.051345,0.652925,0.023715,0.015857,0.144314
Slightly Unacceptable,-0.497907,2,0.407208,0.067488,0.085284,0.344664,0.164386
Unacceptable,-0.829054,2,0.656951,0.037199,0.159372,0.153176,0.298519
Slightly Acceptable,0,5,0.281123,0.095031,0.02196,0.124923,0.272342
Slightly Acceptable,0,3,0.062236,0.163625,0.094949,0.107402,0.118268
Acceptable,0.7567,5,0.155848,0.324776,0.075579,0.136096,0.047445
Slightly Acceptable,0,3,0.485159,0.053065,0.104054,0.212877,0.198956
Slightly Unacceptable,-0.449114,1,0.082542,0.62709,0.11858,0.047079,0.139659
Unacceptable,-0.948649,2,0.114048,0.11189,0.054255,0.113703,0.167928
Unacceptable,-0.794298,1,0.071785,0.025425,0.075216,0.198551,0.371897
Unacceptable,-0.826589,1,0.517158,0.069443,0.080957,0.302271,0.193177
Slightly Acceptable,0,2,0.677436,0.207378,0.037332,0.112799,0.09099
Slightly Acceptable,0,3,0.10985,0.462407,0.208118,0.0465,0.005842
Unacceptable,-0.74694,2,0.119407,0.03539,0.149325,0.377862,0.338686
Unacceptable,-0.572226,1,0.508992,0.048928,0.086332,0.121866,0.286388
Unacceptable,-0.779303,1,0.320811,0.065603,0.132642,0.048426,0.108697
